index,SettlementPeriod,Real_Prices,Predictor_1,Predictor_2,Predictor_3,Predictor_4,Predictor_5,Predictor_6,Predictor_7,Predictor_8,Predictor_9,Predictor_10,Predictor_11,Predictor_12
0,12/1/2019 23:00,109.74,60.75,13.4,NULL,25.61,1.612218,NULL,3728.668,0,253.488,4917,65,18
1,12/1/2019 23:30,39.61,44.07,2.251,NULL,25.61,1.612218,54.952,3908.711,0,261.994,5217,90.53,-15
2,12/2/2019 0:00,40.07,49.82,4.575,NULL,24.72,1.584524,54.952,3932.041,0,272.822,5245,90.53,44
3,12/2/2019 0:30,41.38,93.99,13.176,NULL,24.72,1.584524,51.636,4102.111,0,290.474,5346,121,217
4,12/2/2019 1:00,39.55,44.05,19.894,NULL,24.72,1.584524,51.636,4109.311,0,303.94,5463,121,180
5,12/2/2019 1:30,92.04,67.04,24.443,NULL,24.72,1.584524,47.193,4089.311,0,0,4384,115,103
6,12/2/2019 2:00,41.43,54.33,19.359,NULL,24.72,1.584524,47.193,4026.741,0,0,4385,115,96
7,12/2/2019 2:30,41.41,65.66,28.695,NULL,24.72,1.584524,43,4026.741,0,385.165,4408,115,52
8,12/2/2019 3:00,46.51,41.4,28.408,NULL,24.72,1.584524,43,4025.481,0,396.087,4412,115,182
9,12/2/2019 3:30,49.66,48.62,25.289,NULL,24.72,1.584524,42.031,4024.181,0,402.325,4413,117.6,219
10,12/2/2019 4:00,47.71,36.66,17.727,NULL,24.72,1.584524,42.031,4022.701,0,400.829,4439,117.6,244
11,12/2/2019 4:30,42.45,44.82,21.743,NULL,24.72,1.584524,41.54,4018.711,0,400.134,4440,99.18,329
12,12/2/2019 5:00,45.54,35.08,15.753,NULL,24.72,1.584524,41.54,3952.301,0,399.126,4363,99.18,285
13,12/2/2019 5:30,38.16,34.37,15.036,NULL,24.72,1.584524,42.87,3904.281,0,395.315,4332,98,298
14,12/2/2019 6:00,38.11,31.68,4.446,NULL,24.72,1.584524,42.87,3904.351,0,383.848,4360,98,324
15,12/2/2019 6:30,37.32,34.58,-4.21,NULL,24.72,1.584524,41.647,3948.581,0,376.672,4360,110.78,405
16,12/2/2019 7:00,37.02,32.33,-14.087,NULL,24.72,1.584524,41.647,3964.511,0,391.004,4425,110.78,337
17,12/2/2019 7:30,42.54,34.69,-21.73,NULL,24.72,1.584524,44.477,4205.591,0,395.846,4495,153.21,273
18,12/2/2019 8:00,177.48,31.18,-24.579,NULL,24.72,1.584524,44.477,4241.031,0,439.971,4712,153.21,309
19,12/2/2019 8:30,102.32,31.69,-24.798,NULL,24.72,1.584524,54.038,4314.731,0,487.238,4976,170.2,372
20,12/2/2019 9:00,68.63,31.28,-26.257,NULL,24.72,1.584524,54.038,4314.821,0,541.779,5051,170.2,353
21,12/2/2019 9:30,52.52,31.22,-34.014,NULL,24.72,1.584524,55.476,4317.921,0,593.17,6495,143.84,315
22,12/2/2019 10:00,44.19,32.12,-42.449,NULL,24.72,1.584524,55.476,4283.001,0,621.758,6432,143.84,328
23,12/2/2019 10:30,53.92,34.54,-42.257,NULL,24.72,1.584524,55.54,4201.661,0,0,6178,103.33,360
24,12/2/2019 11:00,52.23,38.69,-14.752,NULL,24.72,1.584524,55.54,4043.628,0,0,6035,103.33,418
25,12/2/2019 11:30,101.22,41.04,-2.443,NULL,24.72,1.584524,58.305,3938.931,530,720.574,5854,71.31,565
26,12/2/2019 12:00,70.54,59.45,8.198,NULL,24.72,1.584524,58.305,3840.311,0,757.477,5685,71.31,656
27,12/2/2019 12:30,38.28,44.35,6.264,NULL,24.72,1.584524,59.32,3842.081,0,797.617,5527,61.09,582
28,12/2/2019 13:00,43.77,53.07,18.96,NULL,24.72,1.584524,59.32,3277.411,0,834.662,5247,61.09,652
29,12/2/2019 13:30,39.34,58.75,18.722,NULL,24.72,1.584524,55,3129.331,450,790.837,4932,49.327,707
30,12/2/2019 14:00,35.92,87.12,23.639,NULL,24.72,1.584524,55,2956.181,400,825.643,4689,49.327,691
31,12/2/2019 14:30,61.78,93.99,24.487,NULL,24.72,1.584524,61.505,3166.101,878,845.737,4476,48.19,678
32,12/2/2019 15:00,51.31,52.71,20.789,NULL,24.72,1.584524,61.505,2446.681,492,868.911,4327,48.19,666
33,12/2/2019 15:30,73.46,59.55,19.438,NULL,24.72,1.584524,77.283,2362.181,347,891.408,4023,46.071,656
34,12/2/2019 16:00,83.97,53.22,18.417,NULL,24.72,1.584524,77.283,2170.621,234,910.199,3889,46.071,704
35,12/2/2019 16:30,77.76,38.18,12.235,NULL,24.72,1.584524,136.96,2396.391,131,979.683,3738,44.502,710
36,12/2/2019 17:00,79.53,43.27,13.872,NULL,24.72,1.584524,136.96,2395.091,0,1040.788,3650,44.502,740
37,12/2/2019 17:30,81.31,34.37,11.499,NULL,24.72,1.584524,115,2370.601,5,1094.114,3576,41.17,843
38,12/2/2019 18:00,83.6,159.41,27.998,NULL,24.72,1.584524,115,2294.501,0,1122.855,3522,41.17,926
39,12/2/2019 18:30,54.73,256.6,42.457,NULL,24.72,1.584524,76,2370.201,306,1111.245,3473,41.619,977
40,12/2/2019 19:00,33.38,415.34,49.248,NULL,24.72,1.584524,76,2371.511,194,1141.993,3455,41.619,977
41,12/2/2019 19:30,52.97,157.33,51.438,NULL,24.72,1.584524,56.583,2098.504,15,1108.187,3461,45.196,977
42,12/2/2019 20:00,44.1,122.37,43.861,NULL,24.72,1.584524,56.583,2103.451,-15,1168.887,3457,45.196,974
43,12/2/2019 20:30,48.18,130.49,46.7,NULL,24.72,1.584524,56,2423.631,-135,1231.234,3473,51.277,976
44,12/2/2019 21:00,72.99,104.33,39.191,NULL,24.72,1.584524,56,2425.051,-389,1298.503,3547,51.277,976
45,12/2/2019 21:30,81.37,113.41,36.19,NULL,24.72,1.584524,49.4,2723.031,-310,1359.52,3736,60.729,944
46,12/2/2019 22:00,83.28,53.1,9.508,NULL,24.72,1.584524,49.4,3077.371,-574,1422.158,4075,60.729,939
47,12/2/2019 22:30,55.96,75.17,3.491,NULL,24.72,1.584524,52.645,3166.941,-381,1490.319,4507,72.941,957
48,12/2/2019 23:00,36.83,60,6.506,NULL,24.72,1.584524,52.645,3489.069,-188,1581.462,5041,72.941,956
49,12/2/2019 23:30,38.97,46.79,9.174,NULL,24.72,1.584524,48.576,3512.181,-63,1664.008,5337,71.468,966
50,12/3/2019 0:00,39.13,40.04,-5.75,NULL,24.4,1.450117,48.576,3509.431,-74,1753.87,5336,71.468,952
51,12/3/2019 0:30,41.24,64.1,12.297,NULL,24.4,1.450117,51.115,3523.151,0,1852.025,5356,68.686,976
52,12/3/2019 1:00,39.18,54.61,12.808,NULL,24.4,1.450117,51.115,3522.381,0,1931.321,5468,68.686,976
53,12/3/2019 1:30,40.78,51.13,16.01,NULL,24.4,1.450117,45.472,3518.791,-50,1961.188,4268,60.163,895
54,12/3/2019 2:00,71.15,39.09,9.891,NULL,24.4,1.450117,45.472,3447.151,-69,2021.106,4266,60.163,745
55,12/3/2019 2:30,75.95,35.98,7.695,NULL,24.4,1.450117,44.306,3401.211,-48,2079.157,4273,56.364,594
56,12/3/2019 3:00,75.63,33.4,10.015,NULL,24.4,1.450117,44.306,3323.681,-68,2136.99,4275,56.364,626
57,12/3/2019 3:30,75.64,38.93,5.853,NULL,24.4,1.450117,42.009,3307.821,-59,0,4278,53.654,623
58,12/3/2019 4:00,72.59,34.85,-2.304,NULL,24.4,1.450117,42.009,3307.381,-48,0,4305,53.654,588
59,12/3/2019 4:30,107.81,38.93,2.85,NULL,24.4,1.450117,48.369,3321.441,-241,2354.691,4315,55.652,579
60,12/3/2019 5:00,36.31,42.98,-0.252,NULL,24.4,1.450117,48.369,3332.321,-285,2423.111,4248,55.652,564
61,12/3/2019 5:30,61.5,33.71,-4.871,NULL,24.4,1.450117,59.514,3335.021,-300,2485.317,4254,56.595,690
62,12/3/2019 6:00,62.07,34,-8.014,NULL,24.4,1.450117,59.514,3319.911,-388,2541.338,4288,56.595,833
63,12/3/2019 6:30,70.27,37.84,-12.452,NULL,24.4,1.450117,65,3319.371,-533,2588.158,4324,58.546,686
64,12/3/2019 7:00,72.84,34.53,-4.738,NULL,24.4,1.450117,65,3336.691,-331,2584.126,4401,58.546,566
65,12/3/2019 7:30,66.37,36.76,-16.547,NULL,24.4,1.450117,90.53,3576.471,-186,2486.007,4542,70.592,600
66,12/3/2019 8:00,72.58,34.97,-16.886,NULL,24.4,1.450117,90.53,3617.541,-201,2514.306,4765,70.592,826
67,12/3/2019 8:30,35.63,41.6,-7.836,NULL,24.4,1.450117,121,3635.881,-15,2545.886,4917,79.541,975
68,12/3/2019 9:00,39.28,109.74,-3.386,NULL,24.4,1.450117,121,3635.211,233,2587.014,4990,79.541,976
69,12/3/2019 9:30,39.37,39.61,-4.118,NULL,24.4,1.450117,115,3654.551,15,2637.016,6432,70.708,976
70,12/3/2019 10:00,70.708,40.07,-4.299,NULL,24.4,1.450117,115,3653.551,-260,2666.094,6253,70.708,977
71,12/3/2019 10:30,61.522,41.38,-10.192,NULL,24.4,1.450117,115,3713.751,-173,2694.948,6097,61.522,976
72,12/3/2019 11:00,61.522,39.55,-4.465,NULL,24.4,1.450117,115,3547.248,-264,2724.605,5949,61.522,976
73,12/3/2019 11:30,56.824,92.04,0.792,NULL,24.4,1.450117,117.6,3553.071,-371,2753.551,5793,56.824,976
74,12/3/2019 12:00,56.824,41.43,-1.178,NULL,24.4,1.450117,117.6,3476.861,0,2779.841,5633,56.824,976
75,12/3/2019 12:30,53.614,41.41,-1.064,NULL,24.4,1.450117,99.18,3535.921,0,2805.069,5486,53.614,976
76,12/3/2019 13:00,53.614,46.51,-1.83,NULL,24.4,1.450117,99.18,2771.171,-605,2830.388,5204,53.614,976
77,12/3/2019 13:30,46.912,49.66,-9.119,NULL,24.4,1.450117,98,2544.691,-581,2634.136,4940,46.912,976
78,12/3/2019 14:00,46.912,47.71,-8.79,NULL,24.4,1.450117,98,2129.771,-372,2653.437,4652,46.912,976
79,12/3/2019 14:30,44.788,42.45,-7.06,NULL,24.4,1.450117,110.78,2122.881,-226,0,4427,44.788,976
80,12/3/2019 15:00,44.68,45.54,-13.188,NULL,24.4,1.450117,110.78,1843.924,-376,0,4295,44.788,976
81,12/3/2019 15:30,39.93,38.16,-20.9,NULL,24.4,1.450117,153.21,1486.261,0,2736.211,4018,39.86,976
82,12/3/2019 16:00,39.82,38.11,-20.842,NULL,24.4,1.450117,153.21,1286.411,0,2754.767,3885,39.86,977
83,12/3/2019 16:30,32.31,37.32,-22.763,NULL,24.4,1.450117,170.2,1584.251,0,2771.934,3744,32.14,976
84,12/3/2019 17:00,32.24,37.02,-16.576,NULL,24.4,1.450117,170.2,1409.161,0,2786.806,3663,32.14,977
85,12/3/2019 17:30,28.04,42.54,-16.678,NULL,24.4,1.450117,143.84,1400.311,0,2799.687,3597,28,976
86,12/3/2019 18:00,27.99,177.48,8.697,NULL,24.4,1.450117,143.84,1361.711,0,2806.997,3557,28,977
87,12/3/2019 18:30,27.98,102.32,24.629,NULL,24.4,1.450117,103.33,1311.941,0,2810.167,3521,28,977
88,12/3/2019 19:00,27.99,68.63,26.085,NULL,24.4,1.450117,103.33,1263.421,0,2786.256,3517,28,976
89,12/3/2019 19:30,27.91,52.52,20.117,NULL,24.4,1.450117,71.31,1001.106,0,2750.417,3531,28,976
90,12/3/2019 20:00,27.97,44.19,8.2,NULL,24.4,1.450117,71.31,1038.821,0,2730.848,3527,28,976
91,12/3/2019 20:30,32.01,53.92,12.44,NULL,24.4,1.450117,61.09,1064.948,0,2705.651,3551,32.14,976
92,12/3/2019 21:00,32.07,52.23,10.384,NULL,24.4,1.450117,61.09,1141.411,0,2664.508,3629,32.14,977
93,12/3/2019 21:30,-20.17,101.22,2.857,NULL,24.4,1.450117,49.327,1913.831,0,2616.525,3802,43,933
94,12/3/2019 22:00,13.89,70.54,0.344,NULL,24.4,1.450117,49.327,2139.051,0,2476.354,4122,43,974
95,12/3/2019 22:30,29.85,38.28,-8.825,NULL,24.4,1.450117,48.19,2622.271,-500,2335.916,4538,48.521,975
96,12/3/2019 23:00,34.59,43.77,1.112,NULL,24.4,1.450117,48.19,3539.489,-465,2184.424,5077,48.521,978
97,12/3/2019 23:30,29.34,39.34,-4.626,NULL,24.4,1.450117,46.071,3623.081,-402,2023.343,5397,54.942,929
98,12/4/2019 0:00,33.48,35.92,-24.49,NULL,25.14,1.483158,46.071,3623.081,-217,1883.397,5406,54.942,782
99,12/4/2019 0:30,36.94,61.78,-3.972,NULL,25.14,1.483158,44.502,3728.611,-28,1748.73,5404,57,695
100,12/4/2019 1:00,26.88,51.31,-1.253,NULL,25.14,1.483158,44.502,3873.721,130,1633.254,5509,57,552
101,12/4/2019 1:30,64.4,73.46,4.178,NULL,25.14,1.483158,41.17,3872.701,280,1489.559,4242,53.07,438
102,12/4/2019 2:00,80.98,83.97,19.88,NULL,25.14,1.483158,41.17,3611.081,430,1430.575,4239,53.07,336
103,12/4/2019 2:30,59.18,77.76,16.596,NULL,25.14,1.483158,41.619,3573.521,113,1376.654,4246,52.31,204
104,12/4/2019 3:00,66.35,79.53,16.487,NULL,25.14,1.483158,41.619,3572.501,0,1349.413,4248,52.31,211
105,12/4/2019 3:30,59.33,81.31,17.356,NULL,25.14,1.483158,45.196,3586.081,200,1327.698,4251,55.178,184
106,12/4/2019 4:00,47.7,83.6,19.902,NULL,25.14,1.483158,45.196,3600.071,119,1366.84,4277,55.178,153
107,12/4/2019 4:30,58.98,54.73,13.406,NULL,25.14,1.483158,51.277,3729.941,325,1402.795,4287,56,89
108,12/4/2019 5:00,61.09,33.38,10.405,NULL,25.14,1.483158,51.277,3717.271,162,1431.51,4222,56,-15
109,12/4/2019 5:30,61.02,52.97,18.496,NULL,25.14,1.483158,60.729,3747.121,0,1454.828,5433,57.11,-16
110,12/4/2019 6:00,69.92,44.1,11.283,NULL,25.14,1.483158,60.729,3737.781,33,1468.183,5465,57.11,-132
111,12/4/2019 6:30,66.35,48.18,-1.805,NULL,25.14,1.483158,72.941,3812.751,139,1480.535,5495,62.722,-390
112,12/4/2019 7:00,37.46,72.99,10.204,NULL,25.14,1.483158,72.941,3966.221,138,1483.582,5601,62.722,-506
113,12/4/2019 7:30,31.23,81.37,2.5,NULL,25.14,1.483158,71.468,4040.741,172,1522.023,5791,77.637,-590
114,12/4/2019 8:00,34.05,83.28,5.687,NULL,25.14,1.483158,71.468,4044.041,322,1550.054,6140,77.637,-391
115,12/4/2019 8:30,34.75,55.96,-8.088,NULL,25.14,1.483158,68.686,4045.781,136,1574.727,6379,83.83,-190
116,12/4/2019 9:00,30.18,36.83,-16.749,NULL,25.14,1.483158,68.686,4048.681,286,1587.912,6440,83.83,-64
117,12/4/2019 9:30,30.1,38.97,-13.018,NULL,25.14,1.483158,60.163,4114.201,591,1608.582,6341,69.473,-73
118,12/4/2019 10:00,29.87,39.13,-7.531,NULL,25.14,1.483158,60.163,4076.531,551,1610.27,6184,69.473,-67
119,12/4/2019 10:30,30.72,41.24,-3.581,NULL,25.14,1.483158,56.364,4116.691,348,1620.182,6012,66.118,-16
120,12/4/2019 11:00,32.52,39.18,-5.351,NULL,25.14,1.483158,56.364,4044.128,89,1652.931,5866,66.118,-48
121,12/4/2019 11:30,33.11,40.78,0.972,NULL,25.14,1.483158,53.654,3567.341,176,1686.834,5721,55.25,-69
122,12/4/2019 12:00,79.44,71.15,11.322,NULL,25.14,1.483158,53.654,3362.121,286,1721.303,5555,55.25,-46
123,12/4/2019 12:30,73.81,75.95,16.52,NULL,25.14,1.483158,55.652,3432.001,155,1757.597,5416,51.264,-78
124,12/4/2019 13:00,73.06,75.63,10.333,NULL,25.14,1.483158,55.652,3108.091,15,1804.047,5125,51.264,-105
125,12/4/2019 13:30,40,75.64,10.983,NULL,25.14,1.483158,56.595,2947.081,-15,1813.889,4858,45.782,-95
126,12/4/2019 14:00,25.18,72.59,5.708,NULL,25.14,1.483158,56.595,2628.051,-67,1836.61,4583,45.782,-169
127,12/4/2019 14:30,23.67,107.81,2.795,NULL,25.14,1.483158,58.546,2174.581,-55,1866.657,4356,53.4,-342
128,12/4/2019 15:00,3.23,36.31,-2.269,NULL,25.14,1.483158,58.546,1879.231,145,1919.057,4227,53.4,-497
129,12/4/2019 15:30,-3.19,61.5,-0.931,NULL,25.14,1.483158,70.592,1874.921,15,1972.778,3959,44.935,-615
130,12/4/2019 16:00,-12.13,62.07,8.5,NULL,25.14,1.483158,70.592,1724.921,0,2026.586,3810,44.935,-543
131,12/4/2019 16:30,-70.58,70.27,5.64,NULL,25.14,1.483158,79.541,1929.741,-47,2079.165,3674,39.793,-584
132,12/4/2019 17:00,-71.51,72.84,6.71,NULL,25.14,1.483158,79.541,1931.231,-150,2130.499,3607,39.793,-494
133,12/4/2019 17:30,14.22,66.37,2.31,NULL,25.14,1.483158,70.708,1645.011,-225,2176.925,3537,36.818,-319
134,12/4/2019 18:00,6.7,72.58,8.182,NULL,25.14,1.483158,70.708,1584.231,-227,2206.222,3466,36.818,-26
135,12/4/2019 18:30,2.58,35.63,-11.111,NULL,25.14,1.483158,61.522,1584.021,-359,2239.891,3418,35.63,135
136,12/4/2019 19:00,33.86,39.28,-9.992,NULL,25.14,1.483158,61.522,1582.021,0,2319.581,3392,35.63,17
137,12/4/2019 19:30,36.14,39.37,-0.753,NULL,25.14,1.483158,56.824,1383.991,0,2207.856,3379,31.95,-260
138,12/4/2019 20:00,5.37,70.708,-2.2728,NULL,25.14,1.483158,56.824,1167.711,0,2292.118,3392,31.95,-369
139,12/4/2019 20:30,29.54,61.522,-2.2728,NULL,25.14,1.483158,53.614,1165.591,0,2382.896,3421,25,-463
140,12/4/2019 21:00,48.92,61.522,-2.2728,NULL,25.14,1.483158,53.614,1047.361,-80,2494.438,3509,25,-568
141,12/4/2019 21:30,32.34,56.824,-2.2728,NULL,25.14,1.483158,46.912,1103.341,0,2603.433,3712,31.37,-697
142,12/4/2019 22:00,29.76,56.824,-2.2728,NULL,25.14,1.483158,46.912,1169.531,-515,2749.938,4061,31.37,-697
143,12/4/2019 22:30,28.29,53.614,-2.2728,NULL,25.14,1.483158,44.788,1276.151,15,2891.075,4466,37.5,-612
144,12/4/2019 23:00,0,53.614,-2.2728,NULL,25.14,1.483158,44.788,1933.149,0,3041.493,4963,37.5,-577
145,12/4/2019 23:30,16.41,46.912,-2.2728,NULL,25.14,1.483158,39.86,1936.411,0,3188.439,5244,40.63,-572
146,12/5/2019 0:00,19.26,46.912,-2.2728,NULL,25.09,1.363087,39.86,1931.821,0,3333.988,5247,40.63,-341
147,12/5/2019 0:30,34.28,44.788,-2.2728,NULL,25.09,1.363087,32.14,1873.531,0,3465.598,5295,40.63,-489
148,12/5/2019 1:00,50.38,44.68,0,NULL,25.09,1.363087,32.14,1822.791,0,3536.804,5392,40.63,-616
149,12/5/2019 1:30,57.45,39.93,0,NULL,25.09,1.363087,28,1799.421,0,3730.265,5401,37.706,-616
150,12/5/2019 2:00,38.05,39.82,0,NULL,25.09,1.363087,28,1778.061,-15,3754.155,5393,37.706,-616
151,12/5/2019 2:30,57.5,32.31,0,NULL,25.09,1.363087,28,1848.341,33,3771.313,5415,37.5,-615
152,12/5/2019 3:00,76.92,32.24,0,NULL,25.09,1.363087,28,1856.971,48,3777.49,5408,37.5,-615
153,12/5/2019 3:30,76.43,28.04,0,NULL,25.09,1.363087,28,1866.621,32,3779.912,5409,37.5,-616
154,12/5/2019 4:00,77.08,27.99,0,NULL,25.09,1.363087,28,1864.251,39,3768.028,5460,37.5,-615
155,12/5/2019 4:30,47.21,27.98,0,NULL,25.09,1.363087,32.14,1864.391,57,3757.888,5454,36,-616
156,12/5/2019 5:00,39.48,27.99,0,NULL,25.09,1.363087,32.14,1862.191,0,3752.907,5397,36,-615
157,12/5/2019 5:30,64.68,27.91,0,NULL,25.09,1.363087,43,1859.281,0,3747.95,5410,36,-616
158,12/5/2019 6:00,75.42,27.97,0,NULL,25.09,1.363087,43,1883.401,15,3738.648,5422,36,-616
159,12/5/2019 6:30,45.63,32.01,0,NULL,25.09,1.363087,48.521,1911.961,-15,3733.84,5444,37.5,-616
160,12/5/2019 7:00,43.67,32.07,0,NULL,25.09,1.363087,48.521,1948.321,15,3727.121,5500,37.5,-617
161,12/5/2019 7:30,63.08,-20.17,-30.215,NULL,25.09,1.363087,54.942,2171.341,0,3777.568,5634,51,-615
162,12/5/2019 8:00,40.51,13.89,-19.885,NULL,25.09,1.363087,54.942,2171.641,0,3764.963,5971,51,-615
163,12/5/2019 8:30,24.85,29.85,-25.586,NULL,25.09,1.363087,57,2243.871,-445,3754.951,6277,61.411,-579
164,12/5/2019 9:00,20.16,34.59,-31.627,NULL,25.09,1.363087,57,2242.451,87,3752.424,6358,61.411,-403
165,12/5/2019 9:30,20.16,29.34,-17.364,NULL,25.09,1.363087,53.07,2260.821,15,3743.139,6244,52,-216
166,12/5/2019 10:00,27.09,33.48,3.52,NULL,25.09,1.363087,53.07,2228.611,-290,3690.613,6101,52,-30
167,12/5/2019 10:30,51.22,36.94,-3.25,NULL,25.09,1.363087,52.31,2229.281,-350,3667.428,5943,47.173,128
168,12/5/2019 11:00,29.61,26.88,4.059,NULL,25.09,1.363087,52.31,2015.319,-338,3590.965,5792,47.173,275
169,12/5/2019 11:30,50.31,64.4,28.05,NULL,25.09,1.363087,55.178,1932.301,-330,3508.312,5621,46,421
170,12/5/2019 12:00,46.25,80.98,49.387,NULL,25.09,1.363087,55.178,1932.441,-500,3421.938,5471,46,555
171,12/5/2019 12:30,65.15,59.18,31.246,NULL,25.09,1.363087,56,1932.391,15,3332.098,5315,35.24,679
172,12/5/2019 13:00,67.95,66.35,25.32,NULL,25.09,1.363087,56,1872.131,0,3263.559,5032,35.24,654
173,12/5/2019 13:30,69.64,59.33,19.806,NULL,25.09,1.363087,57.11,1771.161,0,3260.717,4771,30,572
174,12/5/2019 14:00,58.29,47.7,15.999,NULL,25.09,1.363087,57.11,1599.441,-15,3219.242,4539,30,338
175,12/5/2019 14:30,78.63,58.98,20.141,NULL,25.09,1.363087,62.722,1454.371,-485,3148.752,4312,32.965,177
176,12/5/2019 15:00,39.76,61.09,20.851,NULL,25.09,1.363087,62.722,1436.431,0,3119.241,4189,32.965,120
177,12/5/2019 15:30,77.34,61.02,20.804,NULL,25.09,1.363087,77.637,1313.575,0,3085.339,3937,29.31,38
178,12/5/2019 16:00,42.57,69.92,26.751,NULL,25.09,1.363087,77.637,1081.491,0,3074.722,3798,29.31,126
179,12/5/2019 16:30,36.09,66.35,23.698,NULL,25.09,1.363087,83.83,795.491,0,3059.48,3669,26.64,125
180,12/5/2019 17:00,73.67,37.46,7.406,NULL,25.09,1.363087,83.83,757.941,0,3039.08,3556,26.64,119
181,12/5/2019 17:30,73.61,31.23,-12.711,NULL,25.09,1.363087,69.473,757.391,0,3025.034,3438,20,267
182,12/5/2019 18:00,29.17,34.05,-1.969,NULL,25.09,1.363087,69.473,713.991,0,3030.35,3366,20,514
183,12/5/2019 18:30,75.54,34.75,-1.759,NULL,25.09,1.363087,66.118,713.991,0,3036.239,3332,14,641
184,12/5/2019 19:00,-12.74,30.18,-11.624,NULL,25.09,1.363087,66.118,713.991,0,3047.35,3307,14,593
185,12/5/2019 19:30,-119.96,30.1,-21.541,NULL,25.09,1.363087,55.25,713.991,0,3057.311,3306,13,544
186,12/5/2019 20:00,-138.14,29.87,-32.573,NULL,25.09,1.363087,55.25,713.891,0,3061.263,3293,13,353
187,12/5/2019 20:30,-205.8,30.72,-32.803,NULL,25.09,1.363087,51.264,713.891,0,3063.841,3318,13,94
188,12/5/2019 21:00,-22.87,32.52,-24.625,NULL,25.09,1.363087,51.264,713.891,0,3063.449,3400,13,173
189,12/5/2019 21:30,-110.92,33.11,-28.83,NULL,25.09,1.363087,45.782,714.441,0,3063.073,3587,29.31,287
190,12/5/2019 22:00,73.94,79.44,-49.692,NULL,25.09,1.363087,45.782,1086.991,0,3045.542,3949,29.31,159
191,12/5/2019 22:30,37.27,73.81,-37.606,NULL,25.09,1.363087,53.4,1491.866,-426,3031.262,4383,48.494,17
192,12/5/2019 23:00,9.97,73.06,-24.011,NULL,25.09,1.363087,53.4,1889.478,-361,3031.983,4919,48.494,-15
193,12/5/2019 23:30,42.76,40,-31.037,NULL,25.09,1.363087,44.935,1887.341,-222,3024.681,5199,52.293,-70
194,12/6/2019 0:00,42.36,25.18,-15.856,NULL,25.34,1.337549,44.935,1888.141,-72,3001.102,5186,52.293,-55
195,12/6/2019 0:30,1.32,23.67,-23.389,NULL,25.34,1.337549,39.793,1889.841,-59,2977.651,5197,53.121,201
196,12/6/2019 1:00,0.33,3.23,-27.743,NULL,25.34,1.337549,39.793,1890.771,-35,2995.927,5295,53.121,168
197,12/6/2019 1:30,0.46,-3.19,-30.305,NULL,25.34,1.337549,36.818,1890.551,-24,3007.401,5269,51,18
198,12/6/2019 2:00,-11.28,-12.13,-37.416,NULL,25.34,1.337549,36.818,1893.231,-13,3001.284,5273,51,-16
199,12/6/2019 2:30,65.03,-70.58,-43.216,NULL,25.34,1.337549,35.63,1860.921,0,2988.453,5286,50.11,-165
200,12/6/2019 3:00,45.71,-71.51,-30.397,NULL,25.34,1.337549,35.63,1860.621,0,2966.978,5302,50.11,-239
201,12/6/2019 3:30,39.86,14.22,-13.855,NULL,25.34,1.337549,31.95,1861.151,-81,2948.304,5328,48.287,-246
202,12/6/2019 4:00,32.16,6.7,-11.289,NULL,25.34,1.337549,31.95,1861.651,-15,2933.006,5342,48.287,-373
203,12/6/2019 4:30,48.22,2.58,-8.921,NULL,25.34,1.337549,25,1863.141,0,2917.61,5312,46.538,-519
204,12/6/2019 5:00,16.11,33.86,-2.355,NULL,25.34,1.337549,25,1888.931,-23,2909.104,5220,46.538,-515
205,12/6/2019 5:30,45.5,36.14,0.743,NULL,25.34,1.337549,31.37,1898.241,0,2892.021,5221,44,-515
206,12/6/2019 6:00,8.16,5.37,-6.88,NULL,25.34,1.337549,31.37,1943.741,0,2849.267,5229,44,-579
207,12/6/2019 6:30,-0.02,29.54,9.524,NULL,25.34,1.337549,37.5,2234.921,-15,2802.781,5257,43.89,-580
208,12/6/2019 7:00,25.2,48.92,23.07,NULL,25.34,1.337549,37.5,2240.091,0,2715.864,5306,43.89,-578
209,12/6/2019 7:30,24.97,32.34,31.549,NULL,25.34,1.337549,40.63,2349.969,-15,2626.342,5380,54.971,-515
210,12/6/2019 8:00,9.68,29.76,21.823,NULL,25.34,1.337549,40.63,2375.421,165,2536.173,5738,54.971,-467
211,12/6/2019 8:30,10.16,28.29,7.721,NULL,25.34,1.337549,40.63,2607.341,315,2450.871,6001,64.715,-578
212,12/6/2019 9:00,5,0,2.274,NULL,25.34,1.337549,40.63,2614.861,114,2371.828,6097,64.715,-580
213,12/6/2019 9:30,13.89,16.41,6.382,NULL,25.34,1.337549,37.706,2621.331,246,2295.354,6035,58.519,-580
214,12/6/2019 10:00,23.28,19.26,-0.615,NULL,25.34,1.337549,37.706,2551.741,396,2233.624,5898,58.519,-579
215,12/6/2019 10:30,18.94,34.28,-0.422,NULL,25.34,1.337549,37.5,2553.181,309,2174.047,5743,56.65,-580
216,12/6/2019 11:00,23.34,50.38,1.135,NULL,25.34,1.337549,37.5,2480.628,159,2123.361,5604,56.65,-579
217,12/6/2019 11:30,25.56,57.45,5.708,NULL,25.34,1.337549,37.5,2452.261,297,2071.89,5459,51.509,-518
218,12/6/2019 12:00,44.7,38.05,0,NULL,25.34,1.337549,37.5,2307.151,377,2019.551,5298,51.509,-469
219,12/6/2019 12:30,46.53,57.5,8.978,NULL,25.34,1.337549,36,2300.041,230,1971.464,5180,50.002,-569
